AdminStrata,Al-Hasakeh,Aleppo,Ar-Raqqa,As-Sweida,Damascus,Dar'a,Deir-ez-Zor,Hama,Homs,Lattakia,Rural Damascus,Tartous
2018-10-06,78.0,112.0,20.0,3.0,9.0,12.0,833.0,81.0,23.0,17.0,355.0,23.0
2018-10-07,78.0,112.0,19.0,3.0,9.0,12.0,825.0,72.0,23.0,16.0,357.0,23.0
2018-10-08,82.0,113.0,16.0,3.0,7.0,12.0,834.0,59.0,23.0,16.0,367.0,17.0
2018-10-09,68.0,110.0,16.0,3.0,7.0,12.0,849.0,53.0,23.0,16.0,356.0,17.0
2018-10-10,67.0,110.0,19.0,3.0,7.0,12.0,887.0,26.0,23.0,16.0,365.0,17.0
2018-10-11,67.0,105.0,19.0,2.0,7.0,11.0,915.0,15.0,13.0,16.0,396.0,17.0
2018-10-12,68.0,107.0,18.0,2.0,7.0,11.0,967.0,15.0,13.0,16.0,371.0,17.0
2018-10-13,68.0,107.0,18.0,2.0,7.0,13.0,935.0,15.0,13.0,16.0,356.0,17.0
2018-10-14,67.0,104.0,19.0,2.0,7.0,15.0,926.0,15.0,13.0,16.0,341.0,17.0
2018-10-15,65.0,103.0,19.0,2.0,7.0,15.0,890.0,15.0,13.0,16.0,344.0,17.0
2018-10-16,65.0,113.0,20.0,2.0,7.0,15.0,895.0,16.0,8.0,16.0,344.0,17.0
2018-10-17,57.0,114.0,30.0,2.0,7.0,14.0,874.0,17.0,3.0,15.0,340.0,17.0
2018-10-18,57.0,120.0,31.0,1.0,7.0,14.0,915.0,18.0,3.0,16.0,327.0,0.0
2018-10-19,55.0,119.0,33.0,1.0,5.0,14.0,1032.0,18.0,3.0,16.0,317.0,0.0
2018-10-20,40.0,133.0,31.0,1.0,4.0,14.0,1034.0,18.0,0.0,16.0,292.0,0.0
2018-10-21,41.0,118.0,31.0,1.0,4.0,14.0,1003.0,18.0,0.0,16.0,282.0,0.0
2018-10-22,37.0,118.0,28.0,1.0,3.0,14.0,1014.0,18.0,0.0,16.0,282.0,0.0
2018-10-23,38.0,111.0,28.0,1.0,3.0,14.0,1019.0,20.0,2.0,16.0,272.0,0.0
2018-10-24,38.0,111.0,28.0,1.0,2.0,16.0,1052.0,20.0,2.0,16.0,261.0,0.0
2018-10-25,33.0,121.0,34.0,1.0,4.0,16.0,1035.0,15.0,2.0,16.0,262.0,0.0
2018-10-26,28.0,129.0,35.0,1.0,4.0,16.0,1107.0,15.0,2.0,14.0,250.0,0.0
2018-10-27,27.0,126.0,36.0,1.0,4.0,16.0,1077.0,14.0,2.0,14.0,240.0,0.0
2018-10-28,29.0,131.0,35.0,1.0,3.0,10.0,1092.0,13.0,2.0,14.0,234.0,0.0
2018-10-29,29.0,145.0,36.0,1.0,3.0,10.0,1077.0,13.0,5.0,14.0,217.0,0.0
2018-10-30,30.0,158.0,33.0,1.0,3.0,7.0,1102.0,13.0,5.0,14.0,217.0,0.0
2018-10-31,30.0,159.0,36.0,1.0,3.0,7.0,1072.0,15.0,5.0,14.0,217.0,0.0
2018-11-01,30.0,155.0,38.0,1.0,2.0,9.0,1043.0,15.0,5.0,14.0,225.0,0.0
2018-11-02,29.0,153.0,39.0,0.0,2.0,9.0,1048.0,15.0,5.0,14.0,223.0,0.0
2018-11-03,29.0,152.0,37.0,0.0,2.0,9.0,1047.0,15.0,5.0,14.0,214.0,0.0
2018-11-04,26.0,153.0,36.0,0.0,2.0,9.0,1042.0,15.0,5.0,14.0,209.0,0.0
2018-11-05,26.0,144.0,37.0,0.0,2.0,9.0,1021.0,15.0,18.0,4.0,208.0,0.0
2018-11-06,31.0,131.0,37.0,0.0,2.0,9.0,1041.0,14.0,18.0,4.0,194.0,0.0
2018-11-07,31.0,135.0,38.0,0.0,2.0,12.0,1047.0,25.0,18.0,3.0,181.0,0.0
2018-11-08,21.0,140.0,38.0,0.0,2.0,12.0,1070.0,46.0,18.0,3.0,201.0,0.0
2018-11-09,18.0,141.0,39.0,3.0,2.0,12.0,1072.0,93.0,18.0,3.0,187.0,0.0
2018-11-10,18.0,153.0,39.0,3.0,2.0,13.0,1026.0,96.0,18.0,13.0,172.0,0.0
2018-11-11,18.0,153.0,42.0,13.0,2.0,13.0,1045.0,96.0,18.0,13.0,159.0,0.0
2018-11-12,17.0,153.0,42.0,13.0,2.0,13.0,957.0,106.0,18.0,13.0,181.0,0.0
2018-11-13,18.0,153.0,42.0,13.0,2.0,11.0,983.0,113.0,18.0,13.0,195.0,0.0
2018-11-14,18.0,155.0,42.0,13.0,2.0,9.0,1021.0,115.0,18.0,13.0,205.0,0.0
2018-11-15,18.0,165.0,42.0,13.0,2.0,9.0,1030.0,115.0,18.0,13.0,192.0,0.0
2018-11-16,18.0,155.0,42.0,13.0,2.0,9.0,1016.0,143.0,18.0,31.0,195.0,0.0
2018-11-17,18.0,153.0,32.0,13.0,3.0,9.0,1030.0,141.0,18.0,31.0,218.0,0.0
2018-11-18,21.0,178.0,33.0,13.0,3.0,9.0,1012.0,140.0,18.0,30.0,218.0,0.0
2018-11-19,23.0,191.0,31.0,13.0,3.0,9.0,890.0,140.0,18.0,31.0,218.0,0.0
2018-11-20,23.0,178.0,31.0,13.0,3.0,9.0,901.0,140.0,18.0,31.0,218.0,0.0
2018-11-21,32.0,179.0,31.0,13.0,4.0,9.0,922.0,140.0,18.0,33.0,221.0,0.0
2018-11-22,30.0,177.0,31.0,13.0,4.0,9.0,960.0,140.0,18.0,33.0,221.0,0.0
2018-11-23,29.0,178.0,31.0,13.0,4.0,10.0,970.0,139.0,16.0,33.0,221.0,0.0
2018-11-24,29.0,182.0,31.0,13.0,4.0,8.0,955.0,139.0,16.0,33.0,221.0,0.0
2018-11-25,29.0,175.0,25.0,13.0,2.0,8.0,1120.0,140.0,16.0,33.0,219.0,0.0
2018-11-26,29.0,166.0,24.0,13.0,2.0,9.0,1017.0,140.0,16.0,31.0,219.0,0.0
2018-11-27,28.0,164.0,23.0,13.0,2.0,11.0,999.0,140.0,16.0,37.0,219.0,0.0
2018-11-28,27.0,161.0,23.0,13.0,2.0,11.0,1004.0,140.0,16.0,37.0,210.0,0.0
2018-11-29,33.0,165.0,22.0,13.0,3.0,11.0,1004.0,140.0,13.0,37.0,211.0,0.0
2018-11-30,34.0,159.0,22.0,13.0,3.0,11.0,986.0,150.0,13.0,37.0,201.0,0.0
2018-12-01,47.0,156.0,18.0,13.0,3.0,11.0,983.0,149.0,15.0,37.0,202.0,0.0
2018-12-02,47.0,175.0,16.0,13.0,3.0,8.0,989.0,149.0,15.0,37.0,193.0,0.0
2018-12-03,58.0,176.0,15.0,13.0,3.0,8.0,984.0,149.0,15.0,37.0,182.0,0.0
2018-12-04,59.0,176.0,14.0,13.0,3.0,9.0,997.0,150.0,15.0,37.0,182.0,0.0
2018-12-05,59.0,198.0,13.0,13.0,3.0,9.0,1012.0,161.0,25.0,37.0,200.0,0.0
2018-12-06,60.0,212.0,12.0,13.0,3.0,9.0,1051.0,161.0,12.0,37.0,189.0,0.0
2018-12-07,56.0,229.0,12.0,13.0,3.0,15.0,1077.0,170.0,12.0,38.0,189.0,0.0
2018-12-08,56.0,229.0,11.0,13.0,3.0,12.0,1071.0,162.0,12.0,39.0,193.0,0.0
2018-12-09,56.0,221.0,11.0,13.0,5.0,12.0,1043.0,147.0,22.0,39.0,165.0,0.0
2018-12-10,55.0,221.0,10.0,10.0,5.0,13.0,1036.0,100.0,22.0,39.0,164.0,0.0
2018-12-11,56.0,206.0,7.0,10.0,5.0,13.0,1073.0,97.0,22.0,29.0,154.0,0.0
2018-12-12,57.0,210.0,4.0,0.0,5.0,13.0,1031.0,97.0,22.0,29.0,145.0,0.0
2018-12-13,58.0,212.0,4.0,0.0,6.0,13.0,1041.0,89.0,22.0,29.0,121.0,0.0
2018-12-14,56.0,218.0,4.0,0.0,6.0,14.0,1044.0,83.0,22.0,29.0,105.0,0.0
2018-12-15,56.0,216.0,14.0,0.0,6.0,14.0,1009.0,81.0,22.0,29.0,97.0,0.0
2018-12-16,56.0,228.0,14.0,0.0,6.0,14.0,1020.0,91.0,22.0,29.0,96.0,0.0
2018-12-17,56.0,223.0,13.0,0.0,6.0,14.0,1032.0,61.0,22.0,26.0,83.0,0.0
2018-12-18,56.0,223.0,13.0,0.0,5.0,14.0,1014.0,61.0,22.0,27.0,59.0,0.0
2018-12-19,53.0,200.0,13.0,0.0,5.0,14.0,983.0,104.0,23.0,27.0,59.0,0.0
2018-12-20,61.0,189.0,13.0,0.0,5.0,14.0,993.0,104.0,23.0,26.0,59.0,0.0
2018-12-21,61.0,188.0,13.0,0.0,5.0,14.0,989.0,105.0,23.0,26.0,59.0,0.0
2018-12-22,52.0,191.0,13.0,0.0,4.0,14.0,999.0,106.0,23.0,24.0,56.0,0.0
2018-12-23,52.0,193.0,13.0,2.0,4.0,14.0,949.0,106.0,23.0,24.0,56.0,0.0
2018-12-24,62.0,194.0,13.0,2.0,4.0,13.0,899.0,105.0,23.0,24.0,56.0,0.0
2018-12-25,62.0,189.0,13.0,2.0,4.0,13.0,895.0,105.0,23.0,24.0,56.0,0.0
2018-12-26,63.0,184.0,13.0,2.0,4.0,14.0,730.0,105.0,23.0,41.0,56.0,0.0
2018-12-27,64.0,182.0,13.0,2.0,5.0,13.0,783.0,105.0,23.0,41.0,55.0,0.0
2018-12-28,63.0,185.0,23.0,2.0,5.0,11.0,808.0,106.0,23.0,36.0,55.0,0.0
2018-12-29,63.0,186.0,24.0,2.0,5.0,11.0,778.0,116.0,23.0,36.0,57.0,0.0
2018-12-30,57.0,178.0,26.0,2.0,4.0,11.0,783.0,116.0,23.0,36.0,60.0,0.0
2018-12-31,65.0,175.0,26.0,2.0,4.0,11.0,773.0,107.0,23.0,36.0,61.0,0.0
2019-01-01,63.0,217.0,26.0,2.0,4.0,11.0,824.0,106.0,21.0,36.0,60.0,0.0
2019-01-02,63.0,207.0,26.0,2.0,4.0,11.0,840.0,106.0,21.0,37.0,59.0,0.0
2019-01-03,52.0,266.0,26.0,2.0,4.0,13.0,847.0,156.0,21.0,37.0,59.0,0.0
2019-01-04,51.0,351.0,26.0,2.0,4.0,14.0,839.0,156.0,21.0,37.0,60.0,0.0
2019-01-05,52.0,386.0,26.0,2.0,5.0,16.0,808.0,145.0,12.0,37.0,32.0,0.0
2019-01-06,52.0,387.0,26.0,2.0,5.0,17.0,831.0,145.0,12.0,37.0,32.0,0.0
2019-01-07,51.0,369.0,33.0,2.0,5.0,11.0,813.0,135.0,12.0,36.0,32.0,0.0
2019-01-08,51.0,366.0,34.0,2.0,5.0,11.0,799.0,140.0,12.0,35.0,28.0,0.0
2019-01-09,52.0,373.0,36.0,2.0,3.0,12.0,802.0,135.0,2.0,35.0,27.0,0.0
2019-01-10,55.0,375.0,36.0,2.0,3.0,12.0,810.0,135.0,2.0,35.0,27.0,0.0
2019-01-11,54.0,375.0,36.0,2.0,3.0,12.0,772.0,136.0,2.0,35.0,26.0,0.0
2019-01-12,53.0,374.0,37.0,2.0,3.0,12.0,741.0,136.0,2.0,35.0,16.0,0.0
2019-01-13,52.0,379.0,37.0,2.0,2.0,12.0,732.0,134.0,2.0,35.0,13.0,0.0
2019-01-14,52.0,370.0,38.0,2.0,2.0,11.0,711.0,130.0,2.0,35.0,13.0,0.0
2019-01-15,52.0,371.0,27.0,2.0,2.0,11.0,706.0,130.0,2.0,35.0,12.0,0.0
2019-01-16,56.0,364.0,27.0,2.0,2.0,11.0,678.0,121.0,2.0,35.0,12.0,0.0
2019-01-17,56.0,366.0,27.0,2.0,2.0,13.0,663.0,122.0,2.0,20.0,12.0,0.0
2019-01-18,57.0,368.0,27.0,3.0,2.0,13.0,684.0,126.0,2.0,19.0,12.0,0.0
2019-01-19,57.0,363.0,25.0,3.0,2.0,13.0,711.0,83.0,1.0,19.0,12.0,0.0
2019-01-20,47.0,364.0,25.0,3.0,12.0,14.0,699.0,84.0,1.0,20.0,12.0,0.0
2019-01-21,53.0,364.0,25.0,6.0,22.0,17.0,660.0,83.0,1.0,20.0,19.0,0.0
2019-01-22,52.0,374.0,25.0,6.0,22.0,17.0,652.0,83.0,1.0,22.0,20.0,0.0
2019-01-23,52.0,375.0,26.0,4.0,22.0,18.0,644.0,83.0,1.0,22.0,22.0,0.0
2019-01-24,42.0,380.0,26.0,4.0,22.0,18.0,708.0,83.0,1.0,23.0,22.0,0.0
2019-01-25,43.0,383.0,26.0,4.0,22.0,18.0,676.0,83.0,1.0,23.0,23.0,0.0
2019-01-26,42.0,394.0,26.0,4.0,22.0,17.0,697.0,90.0,1.0,6.0,24.0,0.0
2019-01-27,41.0,395.0,27.0,4.0,21.0,17.0,683.0,90.0,1.0,6.0,24.0,0.0
2019-01-28,44.0,392.0,17.0,4.0,21.0,18.0,658.0,90.0,1.0,5.0,24.0,0.0
2019-01-29,45.0,390.0,19.0,4.0,21.0,18.0,662.0,81.0,1.0,5.0,21.0,0.0
2019-01-30,47.0,380.0,20.0,4.0,21.0,18.0,648.0,81.0,1.0,5.0,16.0,0.0
2019-01-31,37.0,377.0,20.0,4.0,21.0,18.0,640.0,90.0,1.0,5.0,15.0,0.0
2019-02-01,26.0,346.0,20.0,4.0,21.0,18.0,580.0,91.0,1.0,5.0,16.0,0.0
2019-02-02,26.0,339.0,20.0,4.0,21.0,18.0,557.0,101.0,8.0,4.0,18.0,0.0
2019-02-03,27.0,280.0,20.0,4.0,21.0,16.0,565.0,52.0,8.0,5.0,18.0,0.0
2019-02-04,33.0,197.0,20.0,4.0,21.0,14.0,542.0,51.0,8.0,5.0,17.0,0.0
2019-02-05,32.0,143.0,20.0,4.0,20.0,15.0,527.0,56.0,7.0,5.0,18.0,0.0
2019-02-06,31.0,127.0,20.0,4.0,20.0,14.0,465.0,66.0,7.0,5.0,18.0,0.0
2019-02-07,31.0,125.0,13.0,4.0,20.0,14.0,422.0,66.0,7.0,5.0,20.0,0.0
2019-02-08,31.0,123.0,12.0,4.0,20.0,14.0,421.0,64.0,7.0,5.0,27.0,0.0
2019-02-09,30.0,118.0,13.0,4.0,20.0,13.0,424.0,63.0,7.0,15.0,26.0,0.0
2019-02-10,27.0,115.0,14.0,4.0,20.0,12.0,405.0,64.0,7.0,15.0,26.0,0.0
2019-02-11,27.0,118.0,14.0,4.0,20.0,13.0,472.0,63.0,10.0,15.0,28.0,0.0
2019-02-12,27.0,115.0,14.0,4.0,20.0,13.0,487.0,63.0,10.0,15.0,31.0,0.0
2019-02-13,27.0,105.0,14.0,4.0,20.0,13.0,485.0,67.0,10.0,15.0,31.0,0.0
2019-02-14,27.0,104.0,13.0,4.0,20.0,15.0,468.0,68.0,10.0,15.0,33.0,0.0
2019-02-15,27.0,103.0,13.0,4.0,20.0,15.0,472.0,68.0,10.0,15.0,33.0,0.0
2019-02-16,24.0,91.0,15.0,4.0,20.0,22.0,487.0,68.0,10.0,15.0,34.0,0.0
2019-02-17,25.0,90.0,15.0,4.0,20.0,20.0,487.0,68.0,10.0,15.0,35.0,0.0
2019-02-18,24.0,90.0,16.0,3.0,20.0,20.0,461.0,77.0,10.0,15.0,36.0,0.0
2019-02-19,24.0,84.0,16.0,3.0,20.0,20.0,452.0,79.0,10.0,15.0,38.0,0.0
2019-02-20,24.0,82.0,16.0,3.0,10.0,20.0,449.0,80.0,10.0,14.0,38.0,0.0
2019-02-21,20.0,92.0,16.0,1.0,0.0,17.0,470.0,91.0,10.0,14.0,31.0,0.0
2019-02-22,20.0,78.0,16.0,1.0,0.0,17.0,448.0,94.0,10.0,14.0,31.0,0.0
2019-02-23,20.0,74.0,15.0,1.0,0.0,16.0,456.0,94.0,16.0,14.0,29.0,0.0
2019-02-24,20.0,78.0,15.0,1.0,0.0,16.0,392.0,119.0,16.0,13.0,29.0,0.0
2019-02-25,19.0,76.0,15.0,1.0,0.0,16.0,381.0,126.0,16.0,13.0,29.0,0.0
2019-02-26,23.0,84.0,15.0,1.0,0.0,17.0,340.0,120.0,16.0,13.0,28.0,0.0
2019-02-27,23.0,83.0,14.0,2.0,0.0,17.0,301.0,120.0,16.0,13.0,28.0,0.0
2019-02-28,20.0,93.0,15.0,2.0,0.0,16.0,305.0,119.0,16.0,13.0,28.0,0.0
2019-03-01,18.0,92.0,16.0,2.0,0.0,16.0,290.0,129.0,16.0,13.0,28.0,0.0
2019-03-02,26.0,100.0,14.0,2.0,0.0,16.0,337.0,130.0,16.0,13.0,28.0,0.0
2019-03-03,26.0,101.0,20.0,2.0,0.0,16.0,376.0,153.0,16.0,22.0,28.0,0.0
2019-03-04,27.0,90.0,20.0,2.0,0.0,16.0,378.0,152.0,16.0,22.0,28.0,0.0
2019-03-05,29.0,104.0,23.0,2.0,0.0,16.0,379.0,143.0,9.0,22.0,26.0,0.0
2019-03-06,28.0,103.0,24.0,2.0,0.0,16.0,357.0,154.0,9.0,21.0,30.0,0.0
2019-03-07,22.0,103.0,25.0,2.0,0.0,16.0,357.0,165.0,9.0,21.0,40.0,0.0
2019-03-08,22.0,100.0,25.0,2.0,0.0,13.0,360.0,166.0,9.0,26.0,39.0,0.0
2019-03-09,26.0,104.0,26.0,3.0,0.0,13.0,369.0,172.0,17.0,26.0,42.0,0.0
2019-03-10,26.0,105.0,26.0,3.0,0.0,13.0,415.0,174.0,17.0,26.0,40.0,0.0
2019-03-11,26.0,105.0,29.0,3.0,0.0,13.0,427.0,182.0,17.0,26.0,33.0,0.0
2019-03-12,26.0,109.0,26.0,3.0,0.0,14.0,430.0,187.0,20.0,16.0,36.0,0.0
2019-03-13,26.0,109.0,27.0,3.0,0.0,14.0,494.0,186.0,20.0,16.0,36.0,0.0
2019-03-14,36.0,106.0,27.0,3.0,0.0,12.0,453.0,186.0,17.0,16.0,34.0,0.0
2019-03-15,46.0,104.0,26.0,3.0,0.0,13.0,447.0,186.0,19.0,16.0,32.0,0.0
2019-03-16,56.0,105.0,26.0,3.0,0.0,13.0,476.0,196.0,23.0,16.0,32.0,0.0
2019-03-17,56.0,106.0,26.0,3.0,0.0,11.0,503.0,195.0,23.0,16.0,30.0,0.0
2019-03-18,57.0,117.0,26.0,4.0,0.0,11.0,500.0,205.0,23.0,16.0,29.0,0.0
2019-03-19,56.0,115.0,24.0,4.0,0.0,4.0,739.0,210.0,23.0,16.0,29.0,0.0
2019-03-20,55.0,114.0,24.0,4.0,0.0,4.0,743.0,212.0,23.0,16.0,28.0,0.0
2019-03-21,60.0,112.0,23.0,4.0,0.0,4.0,745.0,200.0,28.0,16.0,27.0,0.0
2019-03-22,60.0,112.0,24.0,4.0,0.0,5.0,727.0,199.0,28.0,16.0,25.0,0.0
2019-03-23,61.0,112.0,25.0,4.0,0.0,5.0,725.0,208.0,28.0,16.0,27.0,0.0
2019-03-24,59.0,103.0,26.0,3.0,0.0,5.0,709.0,198.0,28.0,16.0,27.0,0.0
2019-03-25,63.0,113.0,26.0,17.0,0.0,5.0,713.0,194.0,28.0,14.0,26.0,0.0
2019-03-26,70.0,114.0,26.0,17.0,0.0,5.0,729.0,194.0,23.0,14.0,26.0,0.0
2019-03-27,71.0,120.0,26.0,17.0,0.0,5.0,729.0,170.0,23.0,14.0,26.0,0.0
2019-03-28,71.0,131.0,26.0,17.0,0.0,5.0,780.0,163.0,23.0,14.0,26.0,0.0
2019-03-29,72.0,117.0,26.0,17.0,0.0,5.0,783.0,161.0,23.0,14.0,26.0,0.0
2019-03-30,72.0,118.0,27.0,16.0,0.0,5.0,783.0,162.0,23.0,14.0,28.0,0.0
2019-03-31,71.0,109.0,26.0,16.0,0.0,5.0,781.0,162.0,23.0,14.0,28.0,0.0
2019-04-01,71.0,112.0,24.0,16.0,0.0,5.0,783.0,153.0,23.0,14.0,30.0,0.0
2019-04-02,61.0,106.0,37.0,16.0,10.0,5.0,735.0,157.0,23.0,14.0,32.0,0.0
2019-04-03,61.0,107.0,36.0,16.0,10.0,6.0,695.0,131.0,23.0,5.0,32.0,0.0
2019-04-04,62.0,108.0,36.0,16.0,10.0,6.0,704.0,142.0,23.0,5.0,31.0,0.0
2019-04-05,60.0,92.0,33.0,16.0,11.0,7.0,717.0,153.0,23.0,5.0,33.0,0.0
2019-04-06,61.0,93.0,32.0,16.0,11.0,7.0,726.0,145.0,23.0,5.0,32.0,0.0
2019-04-07,61.0,92.0,33.0,16.0,11.0,7.0,725.0,141.0,23.0,5.0,23.0,0.0
2019-04-08,61.0,91.0,34.0,16.0,11.0,7.0,722.0,136.0,24.0,0.0,23.0,0.0
2019-04-09,68.0,90.0,44.0,15.0,11.0,8.0,716.0,133.0,16.0,0.0,23.0,0.0
2019-04-10,78.0,102.0,44.0,15.0,12.0,8.0,668.0,131.0,16.0,0.0,23.0,0.0
2019-04-11,78.0,102.0,41.0,15.0,12.0,8.0,664.0,120.0,16.0,0.0,23.0,0.0
2019-04-12,78.0,100.0,41.0,15.0,12.0,8.0,662.0,117.0,13.0,0.0,23.0,0.0
2019-04-13,78.0,102.0,42.0,15.0,12.0,8.0,599.0,128.0,13.0,0.0,23.0,0.0
2019-04-14,69.0,122.0,42.0,15.0,12.0,8.0,561.0,129.0,13.0,2.0,26.0,0.0
2019-04-15,69.0,131.0,49.0,17.0,12.0,9.0,566.0,130.0,11.0,2.0,26.0,0.0
2019-04-16,59.0,131.0,49.0,17.0,13.0,10.0,537.0,117.0,7.0,2.0,29.0,0.0
2019-04-17,59.0,131.0,50.0,17.0,14.0,10.0,509.0,120.0,14.0,2.0,32.0,0.0
2019-04-18,58.0,120.0,50.0,16.0,14.0,10.0,500.0,110.0,14.0,2.0,32.0,0.0
2019-04-19,59.0,130.0,50.0,16.0,14.0,10.0,246.0,104.0,21.0,2.0,31.0,0.0
2019-04-20,59.0,160.0,50.0,16.0,14.0,10.0,251.0,101.0,28.0,7.0,32.0,0.0
2019-04-21,54.0,162.0,50.0,16.0,14.0,11.0,244.0,100.0,23.0,7.0,35.0,0.0
2019-04-22,54.0,164.0,52.0,16.0,14.0,11.0,242.0,99.0,23.0,7.0,35.0,0.0
2019-04-23,53.0,165.0,52.0,16.0,14.0,10.0,276.0,88.0,23.0,7.0,35.0,0.0
2019-04-24,53.0,165.0,51.0,16.0,16.0,15.0,267.0,105.0,23.0,7.0,36.0,0.0
2019-04-25,49.0,164.0,51.0,2.0,16.0,15.0,274.0,117.0,26.0,7.0,36.0,0.0
2019-04-26,42.0,165.0,62.0,2.0,16.0,17.0,254.0,153.0,25.0,7.0,37.0,0.0
2019-04-27,42.0,186.0,62.0,2.0,16.0,17.0,257.0,162.0,35.0,7.0,37.0,0.0
2019-04-28,42.0,177.0,62.0,2.0,16.0,17.0,206.0,169.0,35.0,7.0,37.0,0.0
2019-04-29,37.0,172.0,62.0,3.0,16.0,17.0,203.0,182.0,43.0,7.0,37.0,0.0
2019-04-30,37.0,192.0,63.0,3.0,16.0,18.0,204.0,187.0,46.0,7.0,130.0,0.0
2019-05-01,37.0,200.0,63.0,8.0,16.0,18.0,198.0,215.0,46.0,7.0,130.0,0.0
2019-05-02,37.0,197.0,61.0,8.0,16.0,18.0,195.0,220.0,56.0,12.0,128.0,0.0
2019-05-03,37.0,195.0,47.0,8.0,6.0,19.0,193.0,239.0,56.0,22.0,127.0,0.0
2019-05-04,37.0,196.0,42.0,8.0,6.0,18.0,194.0,236.0,56.0,22.0,127.0,0.0
2019-05-05,36.0,197.0,42.0,8.0,6.0,28.0,181.0,231.0,56.0,22.0,127.0,0.0
2019-05-06,36.0,199.0,42.0,8.0,5.0,27.0,170.0,251.0,56.0,32.0,125.0,0.0
2019-05-07,36.0,198.0,42.0,8.0,5.0,27.0,179.0,289.0,56.0,50.0,122.0,0.0
2019-05-08,36.0,202.0,50.0,8.0,5.0,29.0,177.0,322.0,56.0,50.0,121.0,0.0
2019-05-09,36.0,202.0,49.0,8.0,5.0,29.0,186.0,331.0,55.0,50.0,121.0,0.0
2019-05-10,25.0,199.0,38.0,8.0,5.0,28.0,193.0,361.0,55.0,50.0,118.0,0.0
2019-05-11,18.0,187.0,41.0,8.0,4.0,28.0,190.0,378.0,55.0,50.0,119.0,0.0
2019-05-12,18.0,188.0,43.0,8.0,4.0,28.0,182.0,389.0,55.0,65.0,119.0,0.0
2019-05-13,20.0,183.0,43.0,8.0,4.0,27.0,168.0,429.0,55.0,65.0,116.0,0.0
2019-05-14,30.0,197.0,40.0,9.0,4.0,27.0,166.0,459.0,55.0,65.0,116.0,0.0
2019-05-15,30.0,184.0,40.0,9.0,4.0,29.0,169.0,477.0,62.0,70.0,113.0,0.0
2019-05-16,20.0,176.0,36.0,9.0,4.0,27.0,157.0,487.0,62.0,80.0,112.0,0.0
2019-05-17,21.0,176.0,36.0,11.0,3.0,26.0,147.0,515.0,79.0,80.0,109.0,0.0
2019-05-18,21.0,191.0,35.0,11.0,3.0,26.0,164.0,515.0,72.0,81.0,107.0,0.0
2019-05-19,21.0,191.0,35.0,11.0,3.0,27.0,164.0,537.0,72.0,81.0,107.0,0.0
2019-05-20,25.0,181.0,35.0,11.0,3.0,27.0,161.0,574.0,65.0,91.0,107.0,0.0
2019-05-21,25.0,151.0,35.0,11.0,3.0,28.0,154.0,628.0,63.0,93.0,107.0,0.0
2019-05-22,25.0,149.0,35.0,11.0,3.0,27.0,153.0,664.0,63.0,116.0,104.0,0.0
2019-05-23,26.0,148.0,32.0,11.0,3.0,27.0,153.0,679.0,63.0,116.0,104.0,0.0
2019-05-24,26.0,157.0,31.0,11.0,3.0,27.0,123.0,685.0,63.0,116.0,102.0,0.0
2019-05-25,26.0,156.0,31.0,14.0,1.0,23.0,118.0,674.0,63.0,118.0,101.0,0.0
2019-05-26,28.0,157.0,31.0,14.0,1.0,23.0,106.0,756.0,60.0,118.0,101.0,0.0
2019-05-27,38.0,156.0,20.0,14.0,1.0,21.0,100.0,720.0,60.0,118.0,112.0,0.0
2019-05-28,37.0,131.0,20.0,14.0,1.0,21.0,104.0,722.0,50.0,118.0,112.0,0.0
2019-05-29,37.0,128.0,20.0,14.0,2.0,22.0,101.0,716.0,50.0,118.0,111.0,0.0
2019-05-30,39.0,128.0,20.0,13.0,2.0,21.0,101.0,704.0,42.0,118.0,112.0,0.0
2019-05-31,39.0,111.0,18.0,13.0,2.0,20.0,101.0,731.0,39.0,118.0,17.0,0.0
2019-06-01,39.0,105.0,32.0,8.0,3.0,20.0,124.0,703.0,56.0,118.0,18.0,0.0
2019-06-02,39.0,129.0,32.0,8.0,3.0,20.0,123.0,700.0,51.0,123.0,28.0,0.0
2019-06-03,39.0,130.0,44.0,8.0,3.0,21.0,123.0,677.0,51.0,135.0,27.0,0.0
2019-06-04,39.0,138.0,44.0,9.0,3.0,21.0,122.0,690.0,51.0,135.0,27.0,0.0
2019-06-05,38.0,136.0,44.0,9.0,3.0,15.0,121.0,695.0,51.0,135.0,27.0,0.0
2019-06-06,39.0,136.0,44.0,9.0,3.0,15.0,124.0,699.0,51.0,125.0,27.0,0.0
2019-06-07,38.0,138.0,44.0,9.0,3.0,15.0,104.0,724.0,51.0,108.0,27.0,0.0
2019-06-08,38.0,136.0,34.0,9.0,3.0,13.0,111.0,800.0,51.0,108.0,28.0,0.0
2019-06-09,38.0,137.0,34.0,9.0,3.0,13.0,102.0,854.0,51.0,146.0,30.0,0.0
2019-06-10,38.0,140.0,35.0,9.0,3.0,16.0,92.0,812.0,51.0,155.0,30.0,0.0
2019-06-11,35.0,150.0,32.0,9.0,3.0,18.0,105.0,805.0,60.0,170.0,29.0,0.0
2019-06-12,35.0,150.0,30.0,9.0,3.0,19.0,107.0,790.0,60.0,155.0,29.0,0.0
2019-06-13,33.0,149.0,32.0,9.0,3.0,29.0,107.0,750.0,66.0,155.0,30.0,0.0
2019-06-14,24.0,134.0,32.0,8.0,3.0,30.0,103.0,709.0,66.0,155.0,32.0,0.0
